,A2M,GP6,MYD88,SP1,EPS8,HSP90B1,PRTN3,CEBPB,SPI1,TRIP6,LILRB2,TICAM1,RIPK2,GATA2,GATA3,CLEC7A,IRAK1,HMGB1,PF4,IRF3,TRIM21,LY96,ITGA4,TLR6,CLEC4M,MAPK8IP3,BID,BLK,BLVRB,PTPN1,PTPN11,ADRB2,UBE2D2,FCAR,FCGR1A,FCGR2A,FCGR2B,UBE2N,IL1R2,ARFGAP3,PIK3R1,CMA1,HRAS,SYK,NFYB,AGFG1,NFYC,TOLLIP,HRG,CCL4,CCL5,GNAI2,PLCG2,MMP2,EEA1,PLG,MMP9,COPS5,BAG6,PLS1,SDC1,RAC1,DPP4,ATG16L1,FOS,SGTA,SHC1,CASP1,FAHD2A,APCS,CASP4,POMGNT1,APEX1,CRTC1,APP,LCP2,CBL,CXCL2,CREBBP,LGALS3,CRKL,CRP,FOSL1,ZNF675,CRYAB,PPP3R1,LAT,CD14,EGFR,EGR1,CSNK2A1,TLR1,TLR2,ELAVL1,ARPIN,IL1B,IL1R1,LYN,ACKR1,IL1RAP,FYN,ENO1,CTSL,PIK3R5,HCK,EP300,MAPK8IP2,CXCL8,CXCR1,CXCR2
CD.48,2.487087447,5.538614043,9.997805,2.030274991,5.01502979,4.863957567,4.822913546,11.90999549,5.647970224,5.260201724,8.564310171,5.549790789,5.625003243,6.164365109,6.070670351,9.314279455,9.177277695,9.259273581,11.26272333,7.013402097,7.406426189,9.092565035,6.393855795,5.295178263,3.504021912,4.380943662,7.438015129,4.649096804,8.09705357,3.403396323,4.649985527,6.141973313,7.553424577,4.758289416,3.659055172,8.678464531,6.666032511,8.121293911,4.201038829,7.157838603,6.471877879,4.25009417,5.798078451,6.41767207,5.160634634,5.467515487,5.961032209,6.280187078,3.790142467,6.586383223,9.543212959,8.55772899,6.812495032,4.872443891,1.752270744,1.442723909,7.612488084,7.011052742,9.220946136,4.864309741,4.644960348,10.14201412,5.010150731,1.487159906,11.58105091,5.175074781,6.664650319,8.482598695,5.871862948,4.201796183,5.504533145,5.058194738,8.801648698,4.696767096,7.301346038,8.341511208,5.354720242,7.146891025,6.230969174,10.20979591,7.139344452,2.471267623,4.804787094,3.097113087,5.48742953,6.591227658,7.539210401,10.26936345,3.27408325,8.978401606,5.531462094,6.570496706,7.537121789,6.830336901,4.642579297,6.667940236,3.455912306,8.916375287,2.74485953,3.66539098,7.933095762,8.150033847,5.858156177,6.491587275,8.794522117,6.372134138,3.977541791,10.11707897,3.077113046,4.843771531
CD.49,2.342267596,5.644953877,9.401593617,5.185644737,3.583235401,4.589209148,3.801959745,11.33425072,6.02669022,5.327864548,7.209711092,4.228958993,5.823362181,5.815322608,6.014882653,8.557078029,9.591659374,9.851956933,11.35787364,6.93533661,6.962284778,6.63427626,6.067315164,5.384571376,3.921450244,5.394935313,7.050562852,5.919086385,6.825845483,4.342055225,4.921311528,5.467341029,7.290109542,4.794870401,1.538286135,6.743445862,4.498013232,8.200981449,3.696126321,6.85495164,7.107529732,4.222605784,5.979330609,3.671269505,5.134814847,5.76217549,5.983985076,6.044324143,4.652995867,6.641176944,9.830701712,8.364913258,8.008804265,4.229583041,2.053075611,1.478514057,6.33013019,7.092210578,8.839415575,4.505986937,3.713790044,9.650445515,4.068708225,3.573136321,11.12273255,6.202866459,7.485142103,6.725377787,4.941498531,5.186438911,6.263709271,4.843474207,8.721941778,4.90851332,6.599259708,7.525357675,5.28900339,8.938629833,6.995073433,9.793796232,7.161436119,1.241358342,4.701077239,3.404156973,3.764804728,6.476435629,7.227445641,9.009165693,3.820243223,8.348535737,5.715212494,6.102272286,7.043630511,6.304875168,5.527539127,7.304084204,4.894973387,9.395967802,3.198325216,3.542954614,8.224479585,7.971942517,7.55466991,7.533401763,6.755259605,6.29108176,2.518224145,10.04806731,3.037832314,3.957337891
CD.50,3.586398459,5.205220467,9.96045689,3.453992884,4.72432111,5.135585709,3.600209257,11.97433379,5.839179474,5.243465995,8.431821467,5.44079547,6.556788678,5.889064538,5.604269247,9.475439116,9.352119424,9.72948149,11.81905864,7.717359492,7.0396831,8.144576441,6.837834853,5.236822996,3.591320713,4.690520129,7.371017262,4.749854159,7.524064469,3.637427685,4.970588095,5.423264168,7.308681082,4.733174537,2.614495885,7.803097653,5.465782181,8.354136277,4.236584605,7.126813359,6.344961077,2.31397944,5.645504829,5.770729882,5.149056451,5.609960256,5.912114325,6.201421116,3.684917864,6.843455012,9.838514719,8.503622456,7.500653121,5.075985156,2.385458143,2.316054519,6.360796717,7.486584063,9.011555687,3.002600741,4.550754851,9.797110522,6.089685669,1.434780033,11.46964658,5.369098876,7.121126995,8.184126239,6.232070174,4.513703673,6.232278947,5.554258847,8.553284266,5.250628457,7.134301551,8.386811736,5.391476061,9.456841995,6.136268154,9.984382428,7.027304046,1.482799586,5.462170511,4.090049593,5.584194099,5.966319874,7.635211643,10.17471805,3.340391661,8.08877412,5.629300105,6.611948356,8.170137873,6.766936104,5.027194774,8.133167494,3.274475323,8.243031549,1.939629215,3.17236457,8.075562507,8.521243081,6.804714976,7.364606406,8.479075493,6.219017352,4.029693728,9.865071079,3.137029597,4.749440902
CD.51,3.57845602,5.949714151,9.669549721,2.346994945,5.115833847,3.864476375,1.729179032,11.80525866,6.056672339,5.761045172,7.650327917,5.771575258,4.892928542,5.86922257,6.109734559,9.183230211,9.458301409,9.718582044,12.14669222,8.258619479,7.149670009,6.725501468,6.239606399,5.113738581,3.705512303,5.276700126,6.801845048,5.339773705,7.619088234,3.592688571,4.645854917,5.632359186,7.046272356,3.847111892,2.914382822,6.557520589,5.782837308,8.158065834,4.510751519,7.352791649,6.19553092,3.50782028,6.766489023,5.738389625,4.469134012,5.281829163,5.165143216,6.096328961,4.315123024,8.669778474,10.55142609,7.76371611,8.165074072,4.77481699,1.89839692,2.015967628,6.658611782,7.016168934,9.375988643,2.579903657,4.450178975,9.965668809,4.014487042,3.898929959,10.59213812,5.633489009,7.217707989,7.505873852,5.347605477,3.751546647,5.828005792,5.702936687,8.565078163,5.542655038,6.695836451,8.411078526,4.958774918,8.849316999,6.939941946,10.15456633,6.642248649,1.679189448,5.901687793,3.138235873,3.633630268,7.032022744,8.149269977,8.478303151,3.453814538,8.482250443,4.93199755,6.084169826,7.382283102,6.697978817,4.964153906,8.622224977,4.147823613,8.331134516,3.539869506,2.975686856,8.069747951,7.502899913,7.663733558,6.852622351,8.334260333,6.507990145,3.966721006,8.945526087,2.563438328,5.889128143
CD.52,2.203776076,4.886573133,9.493820819,3.191316106,5.301948438,4.644924521,3.695133735,11.59396284,5.582354514,5.600122094,7.49299207,4.909719306,6.743428456,5.8496206,6.934058849,9.229171323,9.601640829,9.784515717,10.5482126,6.487046849,7.353563128,7.538594152,6.026210889,4.94465637,4.155275295,5.741843771,7.70201222,5.553587724,6.667762812,3.910238639,4.9628623,6.396463942,7.521173943,5.201937644,1.902426063,7.827550362,5.284073624,7.88885677,6.049341847,7.841161854,7.041071176,3.918812126,5.769661711,4.266426969,5.271493677,6.177859605,5.962959462,5.643287829,4.725649032,9.290045834,9.028920787,8.444416176,8.240775346,4.501741101,2.385474558,1.995761071,8.47436563,7.367127051,8.815057944,3.151524682,4.980626138,9.961612402,3.464884462,3.415390539,11.71804115,5.758258644,7.366104002,6.98453094,4.734882807,3.693619922,6.179174869,4.508796895,8.662271379,4.942136102,5.8261085,8.668571093,5.538094677,10.21487543,7.162182911,9.851233176,7.051332301,1.653770995,4.710669103,4.254331015,5.491448271,7.213285524,7.414946521,10.22276971,3.273734419,9.742693331,6.061290448,6.554147095,7.602594234,6.618493045,5.007750921,9.614608645,5.598156654,9.273138185,2.764858553,3.73839103,8.312292504,8.006817334,7.615546788,7.780538666,7.844692884,6.802859527,3.834038525,11.51115524,6.412960801,5.723719242
CD.53,2.674093399,5.190901452,9.675057448,3.002211151,1.055044245,3.517110046,4.981151441,10.77902677,3.37175516,6.008275375,7.822446046,5.698394467,7.052014763,7.167371022,6.681948307,9.510736792,9.751599137,8.95382249,10.46492064,5.232577113,6.196491221,7.543314981,5.474102735,5.064439065,4.495703419,4.923509422,7.079281415,4.228524467,10.20233932,4.12375,4.700326342,6.986270841,7.278129683,6.304411056,4.109850283,8.527108027,6.801031079,7.891033447,6.000404789,8.192934136,6.208455524,4.923053944,5.800559263,4.625805758,4.642556342,5.79888069,5.796723678,6.914493933,4.623273244,8.386698823,9.898781125,8.53246129,7.252845907,5.989119787,2.149540802,2.526201915,7.166383436,6.318290558,9.847353056,1.958316007,3.670263266,10.21946009,3.447177399,3.839103687,10.82808181,4.674076716,6.875879515,8.103164184,3.188508716,4.801027671,6.716589242,5.73620539,8.556312472,5.706197253,6.818730192,7.91712166,4.227795749,11.11775991,6.379356048,11.4568824,6.936641537,2.512285973,4.909213834,4.302274113,4.427761855,8.177424467,7.226146009,10.34191468,4.056097086,10.05265946,5.21893088,7.257021447,8.828776044,6.3024212,6.46703092,9.385999506,7.013914883,8.978084219,6.215777871,3.789145777,7.735897742,8.552638166,10.25073023,8.197635205,7.213475826,6.626127856,4.945860667,11.75403294,4.411883944,5.878701902
CD.54,2.073696802,4.446700618,9.840868247,2.475869564,5.269144147,4.604974162,1.886879555,11.66620744,6.895084051,5.056467539,8.234913825,5.28926466,5.778147308,6.749715535,6.049350265,9.706194969,9.65401784,9.562829487,10.11221123,6.289686957,6.756743013,7.852639571,6.575221631,5.127553612,3.444551986,5.05004698,7.745228163,3.587825438,8.680045499,3.685436539,4.940842689,4.609329416,7.403710046,5.854699076,2.046165372,8.972275966,6.220009863,8.079033225,7.009326551,7.277511875,6.95896416,3.377791414,5.441048235,4.635946177,4.68706637,5.374470022,6.382609669,6.102272286,4.276607257,6.47312238,7.761993234,8.784774815,6.954053371,5.512496478,2.362676968,1.390770361,8.663138679,6.929053112,8.882918966,3.024474529,4.730568632,10.09497559,4.317961061,1.254967061,11.82575435,5.580332353,7.50693697,7.456661866,5.057654173,5.241094403,6.10904501,5.185404173,8.88995699,4.901479981,6.69093416,8.69987547,4.807617174,9.127653316,6.816129209,10.60299914,7.453462924,2.593333864,4.512542558,3.689575387,5.385270994,7.705508413,6.733770611,10.37768705,3.780055147,9.103908146,5.40296268,6.146390733,8.63209561,6.129460443,5.333408094,7.916892375,5.682056683,9.858803537,3.192529434,5.31350369,7.980421275,8.46460944,8.356297412,8.021311847,8.310953915,6.38695846,3.904977422,12.05167666,6.434679807,5.937407341
CD.55,3.197534142,5.643575081,9.729290232,2.372202702,4.498306376,5.907243121,4.678985273,12.12491101,6.675273527,4.995633764,8.369051225,4.849375828,6.742689357,6.48367447,6.034306328,8.680045499,9.470742528,9.840915159,10.92461437,6.437775946,7.336975543,8.625345231,6.790487204,4.889581816,4.285810798,4.670132735,7.570046459,4.105831778,8.221796457,3.844788868,5.196238131,5.632637856,7.487806528,5.846068581,2.447148832,8.461803664,5.662197242,8.177609971,3.995218889,7.038585167,7.01874955,3.731909722,6.244661533,6.056346659,4.820518982,5.732925598,6.106834146,6.375701077,4.336240438,7.246380499,9.475556568,8.580142884,7.053597656,5.78637757,2.162982019,1.865369405,7.172566135,7.313253079,8.562627569,2.592632956,4.642205822,10.1339903,3.894975237,2.279405556,11.84124522,4.796783915,6.907394923,7.759215076,5.005737262,5.201288486,6.135084888,5.455662739,8.963843291,4.984278712,7.015238621,7.871023196,5.826532587,9.3333236,5.980499983,10.56813775,7.489771475,2.880314668,4.660105341,2.975958043,5.39124414,7.18269299,6.936146725,10.64636306,3.706492952,9.59316064,4.89540243,6.325814233,8.209452972,6.571272892,5.84847744,7.365581216,3.103140697,9.753458116,2.796104486,4.062717761,7.590024757,8.94761573,7.188632103,7.555675096,7.748080562,6.976890182,3.934375439,11.15289703,4.703097605,4.922815239
CD.56,4.593697754,5.355777034,10.26936345,4.766592378,5.909240874,3.817782074,4.631002618,12.26706228,6.541236195,5.168532916,7.973177446,5.490225794,6.892646547,6.48767958,5.198814154,9.621396805,9.124332275,9.19411678,11.90999549,6.678801619,7.11758245,9.058290686,6.752235062,5.754314149,3.912783536,4.384562557,8.152202885,3.725841785,9.353585107,3.861891189,5.022204024,5.305645607,7.467501252,6.035178426,2.749132454,9.134593622,5.246649088,8.136889761,6.297694459,7.226058121,6.192604807,4.476476042,5.551624887,6.513983098,4.724141562,5.847483997,6.152418547,7.310226637,5.144766492,5.864987768,9.219066043,9.086847926,6.550064177,5.388591495,2.250650995,2.005679661,8.882875172,6.549734099,9.18335807,2.682083122,5.035482434,10.37620694,4.484275635,2.918764078,11.50206812,4.322691053,7.32979469,8.384468496,5.995634009,4.159976832,5.905827766,4.499176051,8.470595017,4.669986417,7.078344925,8.071874791,5.553989764,8.57242188,6.642887491,10.92960656,7.219154425,2.273825484,5.332566254,2.617640107,5.746439389,7.318185188,6.680438045,11.17946409,3.646899295,8.768535692,6.172892381,7.669928254,9.76104299,6.918059229,5.65185879,6.476064354,3.886838029,9.482069232,3.276828487,4.387684874,7.269655871,9.003298923,8.498304251,7.374825611,8.465933587,6.464059898,4.191306333,10.28456569,3.995211288,5.834572
CD.57,3.458736724,5.140852922,9.966738877,1.833958571,5.161033866,6.09534013,1.589100832,11.9242228,4.923566768,5.353675928,8.290714914,5.478349961,6.817047408,6.671401822,6.92680074,9.248859685,9.165510249,9.838269421,10.41307714,7.457449403,6.941938406,8.067242558,7.405010165,5.04739097,4.004058423,4.945728604,7.276752799,4.689271635,7.626837452,3.846491124,5.133999659,5.869517676,7.602421382,5.431087763,3.642557446,8.528609677,6.563566475,8.392743548,5.157739666,7.429834056,6.994790711,4.35639886,6.277475229,6.035576441,4.891484761,6.022142474,6.090502955,5.806876704,3.570477849,7.340589748,9.301650914,8.967083858,6.855696301,5.241094403,2.565456442,2.511577784,6.944610533,7.361691818,8.758325569,4.248055248,3.470053618,9.971184569,4.637536222,3.02879039,11.54583468,4.075448551,6.803863164,8.291754643,5.923808696,4.338506588,6.099701517,5.478864315,8.80942622,5.010357033,6.436248124,8.17272929,5.562124395,9.217686789,6.303378611,10.4007333,7.199499575,2.064364309,6.125455254,2.659839258,4.079892263,5.814681253,7.56181125,9.600223211,3.374678513,8.798887266,5.131722662,6.601465793,8.183546833,6.803891897,4.779142331,8.973493825,3.940412262,8.897147812,2.155859748,2.251647831,7.859159748,8.934381404,6.097624834,7.742275723,8.373584034,6.523515387,4.133855924,10.93529335,3.31830167,6.042337854
CD.58,3.601633358,5.757472898,10.29732281,2.378157252,5.640088254,4.310238627,2.831376889,12.42514241,6.62433802,5.08373772,9.150298911,6.157327681,6.350039108,6.320525757,5.861679806,10.03922291,10.17706258,9.447108326,10.98046974,6.444565036,7.266146366,9.130136565,6.293212845,5.961511358,3.423111892,4.77009908,8.327321472,4.155322091,7.94617788,3.951428518,4.570876582,5.573556841,7.272843363,5.261719562,4.478220636,9.72044038,6.454129604,7.938197151,6.999892079,7.732970236,6.632100039,2.843547186,5.601513234,5.986924962,3.9698869,5.801534051,6.122279816,6.471518617,4.801228921,5.958690446,8.806709407,8.675908177,7.318451361,5.336735982,2.602652185,1.879606232,9.145118233,6.690676129,9.052052708,3.030871945,3.764971576,10.07909486,3.982156252,3.840836498,11.62889231,5.880564874,6.915035636,8.290383294,5.591983176,4.825812404,6.571833852,4.688056273,8.162604954,4.653190271,7.144457967,9.01849954,6.131586053,10.56502527,6.602474316,10.3566468,7.281977661,2.050420176,6.487351319,4.179138396,5.640343075,6.462527858,6.777324538,10.97055742,3.679557764,8.855938621,4.900345275,7.582084641,9.110769084,6.770584077,4.92478379,9.466524519,5.402017428,9.072149684,2.711923059,4.119019518,7.290071456,8.386599353,8.709569568,7.779491848,9.294098823,6.729690683,3.711199904,11.29982272,6.081921896,6.146699082
NC,1.633760885,4.885234167,9.729290232,3.99359906,4.372399991,6.041331201,3.575045037,11.61391695,5.927140136,4.249202293,7.623196896,5.256985916,6.375890558,6.445864114,6.785601645,8.735772415,9.175810339,10.2919609,10.64293206,7.485254598,7.347077504,7.084650346,6.603383632,4.935920259,3.762262589,5.034345225,7.129670038,4.881617332,6.958239201,4.171708933,4.887763948,6.315075752,7.256287026,3.82415446,2.039588156,8.087329158,6.267608777,8.239576688,3.380817748,7.196710683,7.216578816,2.479515191,6.173066991,5.783085263,4.786343513,5.426148681,6.190314271,6.027573802,4.407646565,7.590596673,9.517677248,8.594019593,7.91620889,3.369678572,2.173789046,1.828447768,6.720260013,7.40062939,8.883664989,3.905339451,3.778725379,9.940715979,4.102576652,3.629535529,12.06297657,5.669713916,7.217453404,7.543494547,5.442231396,4.74553902,6.000592509,5.908954671,8.498304251,5.054717525,5.85057518,7.792383594,5.873702205,6.843780371,6.880300978,9.574205071,7.523273944,1.911491167,2.805036786,3.485376488,5.721419608,5.972562353,7.036652434,9.290045834,3.401725773,8.266064623,5.489167464,6.304922392,7.189924089,5.884353711,2.497263363,7.068170958,3.007116437,9.279247147,1.932549434,4.241192861,7.853151463,8.479614463,5.555568957,7.739156859,8.092744987,6.642701367,3.805808152,9.482713909,3.473248902,4.900124154
NC.1,2.452957195,5.24894121,9.939659921,3.297014893,5.363144677,5.406027211,5.024360458,12.24690124,6.229805229,4.806060354,8.367814462,5.812085426,7.161688704,5.680425407,5.248323088,9.606595839,9.766931313,10.28202897,10.37768705,7.04798822,7.478836374,7.569387803,6.623389014,4.919502623,3.87224524,5.252555199,7.466966405,5.388035534,6.481113258,3.353220125,4.744902307,6.279256647,7.426437806,4.44503726,3.821074382,7.90818047,5.370624633,8.321007313,4.59153753,8.031726857,7.443802447,3.98931958,5.841418278,5.560841132,5.410446986,5.115412812,5.952966105,5.853426357,4.848334708,7.689005395,9.100868474,8.383096679,7.162842467,5.246906545,2.273455765,2.303638965,6.482420932,7.324157882,8.763398255,3.650759947,4.584651606,10.03308374,3.890063824,3.434213889,11.27516051,5.619971351,7.070520854,7.673815089,5.089257912,3.518569739,6.275351529,5.281519597,8.411117384,4.767831714,6.0989138,8.198894838,3.883955543,7.666364711,7.151710407,10.0112136,7.17070064,1.460246954,4.142913728,3.851974178,5.785796402,6.134673167,6.543427231,9.658973999,3.579590315,8.69607847,6.045688979,6.814625104,7.486584063,6.46081127,5.347404229,8.863985991,4.498679059,9.129989754,2.066325751,4.738847936,7.659181649,8.377105953,7.075599786,7.776549991,7.779028624,6.947135522,3.520566005,9.67098924,3.52356032,5.198640455
NC.2,4.158445062,5.386521529,9.4477305,2.001511283,4.985483409,5.376303752,4.199797841,12.22354596,6.234918851,5.025403755,8.007934115,4.747092631,6.59586355,5.925680904,7.000160499,9.130136565,9.518236936,10.1715365,10.67401497,6.736297339,7.398494443,7.876670304,6.973709552,5.786682552,4.043707111,5.256168553,6.955406011,5.312243612,7.337848974,4.781055483,4.957372423,6.402358089,7.402646291,3.73432327,2.339124914,7.654133227,5.898812103,8.537691416,2.578892155,8.368465869,7.746841881,3.51410082,6.336607234,5.569086655,5.247353554,5.622141253,5.48246565,5.75157977,4.493686138,7.796520163,10.54402413,8.165074072,7.356446177,5.193308135,2.048620978,1.465462323,5.962932915,7.42580986,8.721738709,3.57845602,4.582701979,9.944271509,3.567798275,2.216811826,11.42977856,6.01587587,7.291800062,7.41074257,5.106363221,4.834720179,6.286514084,5.69812544,8.278339146,4.560867737,6.33005856,8.025745033,4.361305155,6.704662246,6.711974422,10.05442816,7.607120404,2.654752591,3.499957803,3.716767899,5.037489256,6.304723883,6.885817468,10.17238046,3.556012099,8.522231174,5.526154787,6.619708531,7.655538719,6.370369908,4.65350517,6.562195453,3.242791732,9.180813461,2.682083122,4.138996397,7.909023974,8.086636468,6.010890672,7.416576472,7.213035549,6.825079594,3.947583918,8.96955399,3.343199251,5.065404313
NC.3,4.170380707,5.364206906,9.743942916,3.048748188,5.020349281,4.747248175,4.498306376,12.20701554,6.260209526,4.870447679,8.241033391,4.923566768,6.887221766,6.288133327,6.300656112,9.236668951,9.711655127,10.20528694,11.13808824,6.728990549,7.044433687,7.362466759,6.558024868,5.239763491,4.142138317,5.274920165,7.453693202,5.336392164,6.638848054,3.500071244,4.767924093,6.048825455,7.449130064,5.035621826,1.821819282,8.428077819,6.324268,8.39060509,4.440442903,7.220173622,7.733094194,2.838392825,5.674275511,5.125725544,4.849378943,6.501157028,5.874541174,5.934329501,4.221925304,7.94094445,8.985039314,8.602392893,7.059850582,5.315275582,2.321858432,1.405928534,6.550379809,7.463961336,8.847868718,5.272205457,5.021585591,10.03684301,4.252131445,2.035788489,11.42386305,5.898514263,7.220804849,7.657697403,5.414490848,4.685979299,6.214752807,5.702381966,8.269020972,4.677290545,6.401702101,8.419819587,5.905504883,7.337416458,7.030082695,10.49324401,7.273073983,2.789027325,3.968730935,4.683276051,4.100680758,6.864072647,7.074094703,9.641551214,3.849610678,8.875466396,5.915256248,6.332561732,7.866308275,6.306122033,3.197916626,8.060627653,4.779571952,8.943301697,2.404721524,4.43882507,7.5072348,8.111426163,6.570496706,7.948000718,7.674267836,6.920619866,4.260211395,9.442568298,3.91720027,4.310702132
NC.4,2.193405204,4.875310644,10.1599038,3.977092022,4.843771531,5.653692383,2.897454139,10.72416734,5.433654237,5.074496891,8.355917343,4.656808764,5.356533002,5.908947253,6.830291202,8.556312472,8.873660501,10.08936594,10.08616974,8.64402838,6.632991369,7.273263771,7.38669195,4.329615175,3.972505185,3.892048525,6.976566131,5.487823937,6.914876263,3.826462878,5.052300348,6.265518982,7.414239367,2.781555342,2.285027952,8.184230738,5.407286009,8.054077482,2.281629879,7.294940113,6.61010503,2.625818467,5.615810049,5.264123722,5.201737299,5.400213169,6.319094777,5.44181261,4.776458966,8.413351756,10.52798864,9.096140254,7.457891955,4.959034103,2.242403728,2.495622919,5.934329501,7.697034261,9.492674831,2.66021631,4.5694273,9.760040202,5.345186358,3.354462678,10.39489476,5.471592129,6.825750561,8.533003749,6.239265676,5.108695816,5.682665142,5.904388958,8.638850767,5.157444523,6.433671319,8.582523981,5.922277178,4.132321588,6.665079179,9.528330044,7.00407001,2.974794286,2.346994945,3.186610061,5.663950709,5.836765675,8.076909771,10.28881324,2.989076895,7.204566998,6.127173993,5.078427274,7.009521523,7.144516176,5.528858754,5.769425782,2.892605229,8.165558112,2.9814184,2.810203137,8.760827775,8.41975249,5.240551816,7.689005395,9.029273522,5.836359131,4.017585406,5.034650242,3.133018555,4.846623497
NC.5,2.034469507,4.917306095,9.978053954,3.165943724,4.848360991,5.094687626,3.713952462,11.00142752,5.408098903,5.232313868,8.638952809,4.961789333,5.54853266,6.163534916,6.94549551,8.896803451,8.787474473,9.806022654,8.223754801,8.103835414,7.212237403,7.811164059,7.497545507,4.829480438,4.043766611,4.354025421,6.959878411,5.75902627,7.270428332,3.404751793,4.524818877,5.968184013,7.700606042,3.026568331,3.271182955,8.591696807,6.429078789,8.007660921,4.788055354,7.224867641,6.486489553,3.198325216,5.928516739,5.975395237,5.283118332,5.191285525,6.493840125,5.539840849,4.512991489,6.984274419,9.384972088,8.690479436,7.504680146,3.846417383,2.567940246,2.413004546,6.227645659,7.983105228,9.3734132,5.166009784,3.848195843,9.733140407,5.302253705,3.196100977,10.99555605,5.930239832,7.098332988,8.661163929,6.143519308,4.650827834,6.378868823,5.91700414,8.861942672,4.797927415,6.189699965,8.414132562,4.497722712,5.01502979,5.63963333,9.751599137,6.977712382,2.601881216,1.930719113,3.977092022,4.099434573,5.240415112,8.528560577,10.57860831,3.44210209,7.771373784,5.728686418,5.481237478,7.287321333,7.291689699,5.564157724,6.547116658,4.143805158,8.514690112,2.903031004,3.299931489,8.57962368,8.650894579,6.309236838,7.011052742,9.20248721,5.469576053,3.624093729,7.361542523,2.985850988,5.383059792
NC.6,3.998543585,5.804745076,9.988719711,3.311092771,5.26200068,5.669688269,2.745613124,12.28693576,7.086283871,5.247927258,8.798625091,5.253207276,6.634613443,5.933538574,5.465251526,9.660827582,9.387085021,10.01946262,10.88685466,6.862056438,7.015012065,8.044577294,6.715894738,5.048577849,3.227902634,4.963318675,7.329067181,5.698678075,8.051195298,3.921788088,4.821095503,5.736698447,7.201440725,3.340821729,1.676114107,8.530051831,7.06298927,8.050643095,3.447825695,7.904783897,6.81873789,3.636341757,6.409262778,6.036324188,4.934251987,5.832927241,6.090470495,5.92993924,4.896576792,7.033020118,9.169196878,8.946450315,7.261424578,4.986978872,1.930821,1.942813795,6.106072832,6.988110416,9.028462007,4.389505841,4.84130184,10.65271416,3.856943392,3.7850006,11.51616225,4.339905836,7.245341356,7.919990175,5.474023416,4.550323294,6.1632263,5.619705459,8.495910713,4.951700597,7.038084934,8.093333635,5.206700652,6.736642047,6.947748,10.39233174,7.323366623,1.785425504,2.272765139,3.857770565,4.825812404,6.728969837,6.591553057,10.58217653,3.581071421,8.552582692,5.669330792,6.310790915,7.913346136,6.451980982,4.590362334,5.549154798,4.31533985,9.30735801,3.288969922,3.798094255,7.405779692,8.405279272,6.138142779,7.60921302,8.325024074,6.600849443,4.02829833,8.667796037,3.701367577,4.446440524
NC.7,3.199546379,3.046316064,9.473861082,2.422142149,4.217647579,5.756687926,5.125244141,11.54583468,5.766383644,5.136509889,7.588821265,3.870194684,6.875193357,6.061230069,6.698260354,8.192934136,9.06501575,10.24500784,10.91564301,7.335704693,6.968091166,7.266554382,6.272633488,4.325344072,3.805101712,4.61991142,6.715128723,4.943489876,7.410353339,4.028929745,5.388198126,5.454904831,6.765531183,5.068508265,4.932411473,7.086283871,4.927625822,8.615586387,4.985537784,6.966889402,6.96182158,3.063110273,5.769081258,4.578411595,4.129665257,5.266609428,6.031891391,5.730194196,4.680318067,8.310953915,8.456973038,8.283245236,7.525904166,5.819637832,2.155417778,2.431179301,6.179584777,7.707474202,9.121973528,2.779257816,4.592082736,10.22449787,4.63313611,4.589807991,11.15769692,5.935205762,6.774044288,7.541261809,5.034377966,4.984730619,6.435211275,4.872948052,8.456040342,4.955291485,6.310855675,7.655723083,5.504471856,7.030760338,6.489769635,10.13190661,7.102069253,2.233015439,2.419385937,4.10225499,4.170380707,5.262101578,6.942984569,8.68170221,3.17416296,7.970084579,5.440550592,6.193292545,8.300803506,6.239392364,5.281519597,6.00628187,2.045351293,8.726066164,2.218489967,4.59307402,7.947397513,8.326168233,5.649521969,7.913849542,7.167208444,5.840851279,4.115504808,8.795883611,3.704553571,2.072896872
NC.8,2.641599373,5.229951927,10.23051802,4.814114665,5.06564712,5.718383173,4.05966977,11.22775966,5.599157066,5.138789238,8.937135775,4.717627424,4.550921341,5.708459209,6.376826271,8.687943519,8.737654359,9.951607697,10.08841874,8.515922906,7.53098856,7.389739558,7.468095816,5.272451198,3.328892471,4.471898757,7.227449003,5.114153873,6.834229414,3.575107576,4.497438578,6.687019201,7.47030588,3.614994523,3.945199574,8.25003303,5.680374672,7.694407638,3.197036417,7.096901597,6.026421265,3.728708594,6.12094994,5.878780849,5.578247989,5.15520735,6.597138179,5.683067307,4.207024013,8.034149866,10.31698506,8.627935797,7.914417071,4.054407781,2.75463172,2.457215484,5.789402944,7.993957698,9.32367464,3.72941741,3.309091377,9.838595842,5.177630364,2.123381529,9.874832746,4.940196737,7.070860247,9.034382771,6.285470806,4.078925361,6.690937518,5.566279419,8.549616652,5.392232961,6.601248759,8.616600229,3.543270023,2.837971718,6.33361965,9.566221485,6.879976232,1.820131864,2.776469484,3.014227959,5.105489605,6.354059241,8.568427617,10.56175203,3.420284729,5.221376458,6.119683512,5.710614437,7.828684294,7.423273714,3.529474696,5.403352244,4.078805396,8.514249829,2.992535555,3.638829014,8.842817432,8.549570423,5.97224328,7.403724527,9.600223211,5.145793849,3.426997763,4.52757737,2.732045273,4.954476948
