,A2M,GP6,MYD88,SP1,EPS8,HSP90B1,PRTN3,CEBPB,SPI1,TRIP6,LILRB2,TICAM1,RIPK2,GATA2,GATA3,CLEC7A,IRAK1,HMGB1,PF4,IRF3,TRIM21,LY96,ITGA4,TLR6,CLEC4M,MAPK8IP3,BID,BLK,BLVRB,PTPN1,PTPN11,ADRB2,UBE2D2,FCAR,FCGR1A,FCGR2A,FCGR2B,UBE2N,IL1R2,ARFGAP3,PIK3R1,CMA1,HRAS,SYK,NFYB,AGFG1,NFYC,TOLLIP,HRG,CCL4,CCL5,GNAI2,PLCG2,MMP2,EEA1,PLG,MMP9,COPS5,BAG6,PLS1,SDC1,RAC1,DPP4,ATG16L1,FOS,SGTA,SHC1,CASP1,FAHD2A,APCS,CASP4,POMGNT1,APEX1,CRTC1,APP,LCP2,CBL,CXCL2,CREBBP,LGALS3,CRKL,CRP,FOSL1,ZNF675,CRYAB,PPP3R1,LAT,CD14,EGFR,EGR1,CSNK2A1,TLR1,TLR2,ELAVL1,ARPIN,IL1B,IL1R1,LYN,ACKR1,IL1RAP,FYN,ENO1,CTSL,PIK3R5,HCK,EP300,MAPK8IP2,CXCL8,CXCR1,CXCR2
CD.28,3.008533122,5.1385523,9.657297269,4.494634648,5.162319496,5.929806071,4.49655225,11.73914267,5.911260301,4.766037512,8.535149485,5.207462775,6.654627292,5.476130957,6.726243761,9.059454061,9.008095185,9.786494888,11.05171937,7.517939407,6.688033666,7.781655765,7.440818248,5.023329162,3.566296542,4.078320068,7.124645483,5.296873394,7.385888769,3.590654627,4.817994301,5.689890483,7.588642604,4.154858704,1.91271328,8.192302318,6.247979789,8.209296172,5.604816926,7.784615277,7.18991541,3.678217518,5.531576384,6.42696382,5.163306536,5.242424952,6.035861037,6.263448628,3.966675905,7.252060517,9.701451441,8.965970643,6.645441468,5.045831631,2.569317978,2.511577784,6.87578094,7.279960409,8.699501696,3.305475002,3.313723367,9.679869233,5.706526845,3.75233662,11.55274864,5.068759836,6.35723814,8.297869413,6.167766278,4.681704483,6.152738037,5.130137621,8.849316999,4.704881684,6.760868107,8.04863367,5.30515428,7.482955992,6.774770656,9.580520898,7.442095356,2.196511864,2.016430203,3.837640009,6.080459177,5.638217979,7.648512481,9.124332275,3.587800314,7.630002679,5.752973562,5.56047326,7.860885833,7.012952134,4.578027018,6.967433747,3.640504732,8.929986541,2.088310783,3.508539599,8.114166882,8.925994199,5.847993076,7.326208116,8.170137873,5.822918517,3.176062789,9.962807908,3.303917825,5.312757268
CD.29,4.49043668,5.582093324,10.24247041,2.640001859,5.281519597,5.353679963,1.675147714,12.13589451,6.128640959,4.967127162,9.06369969,5.36445706,6.826393522,6.071072512,5.541911847,9.776578824,8.991102739,9.456023792,11.54583468,7.522331829,6.680814867,9.084632789,7.423576133,5.051137396,3.214150094,4.527581796,7.90555842,4.724889452,8.445952762,3.634934086,5.070028476,5.652376344,7.605298713,4.786278446,3.879142015,9.14388074,6.944610533,7.753419434,5.793002423,7.611471,6.177254018,4.188769023,5.64875032,6.998294956,4.97737554,5.32749287,6.318996757,6.398543957,4.732621921,6.258367977,9.532027613,9.115028284,7.112341805,4.74355565,2.259192235,2.569490915,7.22648513,7.419238957,8.881302722,2.345375092,3.959222231,9.790286495,5.108450788,1.683726259,11.50885442,5.450744987,6.626122691,9.030154332,6.027641031,4.923053944,5.980819029,5.671880138,8.721941778,5.112109028,7.00921004,8.236873473,5.333139986,7.054715667,6.826334039,10.34465352,6.923964036,1.788545613,1.940921173,3.958812737,4.19735275,6.86128103,7.304691872,10.79982201,3.715053174,9.513974155,5.794496475,6.619348296,8.679270844,6.971479536,4.041330982,7.184860705,3.245745916,9.464374834,3.059504972,4.420869883,8.031296072,9.021943445,6.352298764,7.115873363,9.334596625,5.576647726,3.634346503,9.624226638,3.679321762,6.956304917
CD.30,4.961100204,6.690351313,10.37768705,1.368963426,5.771575258,4.35428967,2.904208728,12.79009375,6.804044614,5.054142587,9.155025713,5.690156811,6.323380551,6.202770103,5.326452508,9.591659374,8.796271374,9.078101134,11.90281785,6.989677942,7.481586891,9.617969789,6.630422435,5.706388641,3.976923238,4.514231713,8.048219923,4.534659827,9.101914565,3.773985662,5.185886553,5.914609656,7.43039104,5.810882945,1.626429405,9.847267427,7.145665901,7.499309483,7.605975931,7.580063224,5.947873213,2.422142149,6.074518773,6.615622834,4.030237844,5.137377839,6.063729294,6.485822288,4.779559761,7.431490092,9.906255728,8.987704849,7.82530424,5.621908336,2.463569447,2.483875813,10.91564301,7.117980274,9.21119193,3.646447471,4.164450365,10.01300158,3.993092936,1.571496498,12.26207365,4.984477436,6.214607325,8.809519983,5.891063732,4.797856215,6.804344836,3.208793587,7.912152807,5.108593262,6.619835637,8.258365425,4.158737323,9.699155697,6.848031955,10.72808987,7.119636591,2.403551514,6.15676311,3.82312444,5.603013753,5.782799577,7.031043761,11.5380152,3.522299145,9.502767279,4.88761754,7.266975478,9.401593617,7.10249872,5.505447009,8.823586676,5.040053386,9.645838909,2.836421241,4.421410632,7.667462007,8.930574973,7.184909921,7.382283102,9.954881574,6.465299914,3.953183642,12.14589844,8.182221893,8.098785314
CD.31,4.224478715,4.943296902,9.542389738,3.129834011,5.25454029,6.548565804,3.131058322,11.5601558,4.760279627,4.648370344,7.564284136,4.520377288,6.411963229,5.077668296,7.263804591,9.611134729,9.020889679,10.19909916,10.68922215,6.797715178,6.807699759,7.516224937,7.401431464,4.739748019,3.99263391,3.802328048,7.117773269,5.420258179,6.530877708,4.047019678,5.425401995,5.658716426,7.527651661,3.680063314,3.010943187,7.078014009,6.323389238,8.212206174,5.024334887,7.990960917,7.556775818,4.348417995,4.829480438,6.601490817,5.907852049,5.330888786,6.011587266,5.30265924,3.569380787,5.771575258,9.655774348,8.069773072,7.598306536,5.022544683,1.805734811,2.025357451,6.305196557,7.596339405,7.925146044,4.138589813,3.424061885,9.764549595,4.601342715,2.081784663,10.52764882,4.931385595,6.56271094,8.053814434,5.361824525,4.769626537,6.337946064,5.681146933,8.480547491,4.705699924,6.454419278,7.878907289,3.53331536,6.563566475,6.872573483,9.56787322,6.910062147,1.185307671,2.697057464,4.435293138,5.525936003,5.419295345,7.200848357,9.071433505,3.076910442,7.808553156,5.273299204,6.109016893,7.09494856,6.507056503,4.802545583,6.98759529,3.626838933,9.252170955,2.709474298,3.314130504,8.429617799,8.039632979,5.785524049,7.348348271,7.875078189,6.555818313,3.763662864,9.903809814,3.116776851,3.843948336
CD.32,4.998813086,5.232313868,9.740402454,4.4539914,4.900124154,6.398799705,1.954298043,12.46679148,6.569439115,4.655524026,9.005770708,5.336735982,7.391902546,5.792723456,5.340767599,10.09324857,9.942113563,10.05769888,10.03465769,5.610156357,6.959309542,8.891902521,7.370290423,5.5283397,3.973366987,4.442899215,8.413209896,5.052033919,7.435891419,4.370280397,5.472270293,5.045831631,7.300604083,5.888665549,4.696837921,9.038261443,6.864782682,8.058649694,7.291805707,8.103835414,7.093096942,3.945536522,4.823945871,6.499280189,4.865215325,6.538390555,6.747999251,6.372843639,3.565303816,6.911830074,8.751207128,8.921206457,7.302571345,4.852271955,3.176066504,2.171019536,6.93421844,7.567001898,8.114222816,4.775541015,4.861806894,9.703148996,4.178443045,3.765835468,11.42977856,5.561014365,7.195924652,8.485535449,4.083328346,5.126016318,6.276281626,4.491811524,8.567559768,4.909131171,6.627093828,8.396444992,4.423718728,8.606490179,6.725455414,10.42528359,7.550933556,2.850344463,5.477013477,3.457512366,5.08975485,5.641940263,5.943114857,9.780343376,3.086387782,8.121903744,5.066725197,6.906051495,8.986730461,6.861113797,5.357059511,6.805605639,6.708579429,10.00038988,2.325345343,6.351840601,8.386598623,8.794898755,7.969281819,8.005384403,8.59828712,6.112542406,2.512985746,11.25167116,5.042363783,6.52803365
CD.33,4.642824717,4.678985273,9.598464029,2.751080133,5.156251844,6.430108886,4.394588765,11.71804115,5.866916531,5.343052683,7.756166691,5.262776957,7.170984707,6.040244064,6.338688183,8.951057781,9.410488023,10.19169423,10.28309596,7.164088701,6.996979079,7.54286402,6.957498923,4.833170013,3.411648978,5.056313572,7.34744419,4.598675468,6.998561593,3.63700981,5.329633864,6.005009033,7.466802159,5.408934292,1.260034722,8.25003303,6.320100178,8.390927019,5.6518638,7.930542272,7.430441991,2.437844366,5.909528736,4.83761028,5.381224085,5.228231236,6.270568529,5.836727683,4.382047342,6.977875054,9.170236612,8.297236637,6.989288764,4.897954373,2.905326396,3.420646931,7.356851867,7.485680582,8.300425712,2.487459872,4.583667119,9.510199933,4.734873596,1.824794585,11.58689478,5.357059511,7.278118107,7.703690286,5.382979946,4.237682716,6.21253077,5.897940712,8.798987473,4.848398041,6.415253172,7.713640887,3.879462919,8.364913258,6.887918742,10.14197229,7.372874189,2.426887804,5.140852922,4.118999201,4.128718176,5.624891014,7.064824067,9.575700953,3.314663942,8.044242843,5.756787174,6.597010399,7.926463505,6.652896265,4.959034103,6.447727352,4.456918769,9.324610535,2.01074094,3.973172995,8.436865863,8.864177959,6.535878527,7.666880521,7.453316601,6.218899282,3.48221911,10.87047736,4.113442736,5.492718092
CD.34,4.516428562,5.090991854,10.17939594,2.380618995,5.340540976,6.111113717,4.71039272,12.25208028,7.172135419,5.332566254,8.711434094,4.986222539,7.136346089,5.883158236,4.949545334,9.650240129,9.063833574,9.915761315,11.15769692,7.174602026,6.792384908,9.784048933,7.234393348,4.940939437,3.923417059,5.355708319,7.923829135,4.33951335,7.715782392,3.49746157,4.956644935,5.608149295,7.24233359,6.593252984,2.619355682,9.899639082,7.344596072,7.956037832,9.087080406,7.711706177,6.40118663,2.995553051,5.368028012,6.954164317,4.797307324,5.395039136,6.667349727,7.065469407,4.651689415,7.379347261,9.023822829,9.248859685,7.302571345,5.182464524,3.277998432,2.508839418,9.745769456,7.216497218,8.511881769,3.954236677,4.825812689,9.844893093,4.652037042,3.125063859,11.7606127,3.711072404,6.577080514,8.599410451,5.797766949,4.543079213,6.073673147,5.516380965,8.771532795,4.908191627,6.629537897,8.570213059,6.103994188,8.586613081,6.288389272,9.991187808,7.328919779,2.392109731,6.109016893,3.493536484,5.130650977,5.938651735,7.027523212,10.46492064,3.589125658,9.633869337,5.393393739,6.597010399,9.492383901,6.726172517,4.88575647,8.002865516,5.642563115,9.883940093,1.924497235,5.674259356,7.581401242,8.895915588,6.292697145,7.771261005,9.490862038,6.219029403,3.785100628,12.10019743,7.62932514,8.495260307
CD.35,2.448682628,5.547522837,10.45562202,2.977890587,5.721920659,5.847070614,5.364206906,12.48270071,7.107493058,5.579800511,9.525955657,4.672588728,6.809097083,6.476895968,4.243343065,10.87155269,10.01805661,9.710879309,12.10147531,6.261998668,6.84558219,7.513901204,6.818304271,5.605473109,4.585843185,4.164126931,7.39896014,4.074487366,7.506985712,4.193146751,5.214304538,5.83620044,7.561297194,5.755891144,4.082437252,9.780343376,6.386817456,7.693049904,6.735396669,7.49433654,6.248648534,5.038793756,5.993091189,7.337319302,4.226562175,5.812001643,6.195419537,6.963453911,5.738817808,6.032063089,9.727946391,9.001687775,7.695114247,6.02669022,2.949872212,3.441709979,7.603054368,6.754535929,8.544466887,2.821306491,4.620531861,10.29052563,3.312176384,2.023710284,11.80525866,5.301212508,7.170954297,8.17967996,5.2992457,5.890194017,6.198191135,5.201766984,8.664822348,5.395526002,7.517448804,8.155880464,4.542003116,7.801936865,6.841357306,10.97055742,7.449921579,1.514688314,4.406713191,3.732560792,5.202247923,7.142872751,6.295935916,11.86283162,3.658012338,9.190188988,5.849633353,6.699441313,9.908193038,7.06860137,6.01819442,7.012380137,6.968085476,9.846913417,3.20678123,4.075212406,7.875356682,9.78481716,9.016502277,7.975338839,9.418685781,6.406182257,3.532124687,10.26534604,2.197150153,4.899393466
CD.36,2.230086296,5.168532916,9.866998489,2.264993597,5.345094426,5.770200298,4.273176669,11.59396284,6.198970337,4.990284594,8.326689978,5.222786465,6.74006526,6.346952558,6.529150816,9.7858583,9.550086871,9.534221804,11.81905864,5.990449554,7.216882657,7.44370668,6.972727341,5.378573314,3.771498157,4.371946329,7.037373793,5.435847908,8.278339146,4.546892936,5.179497264,6.641176944,7.403800215,6.413220973,3.295069602,8.240074956,5.354720242,7.727521511,5.528596501,7.777587501,7.396644857,3.774927702,6.340069331,4.687977032,5.209530247,5.976461979,6.209724308,6.784283869,4.688671091,7.482955992,10.69467018,8.464371245,7.318451361,5.560207995,1.905782806,1.923551432,6.83710824,6.301837199,8.7695694,4.266398941,4.639082331,10.06001546,3.434178651,2.395055731,11.86283162,5.830536386,7.75980702,7.326940027,5.181374993,4.268569883,5.996988481,5.26864414,8.648372557,5.271596828,7.102037651,8.087228262,4.267619355,10.58217653,7.275990115,11.09818009,7.444775424,3.097645977,3.962817382,4.382405368,5.408366428,7.315365728,7.389057811,9.803513728,3.449295685,10.18429089,5.842582766,7.017649531,8.552538132,6.37916542,5.366230437,9.049938645,7.780296521,9.511250711,2.926692314,2.796817889,8.803009688,9.241553821,9.330580242,7.966935385,7.41971115,6.238262475,4.325436446,11.32141984,4.173400857,5.483281756
CD.37,5.023818183,5.078650152,9.732982957,2.109333903,4.704671927,5.657332943,4.524582715,11.81905864,6.248886424,4.850414078,9.014294675,5.703457943,6.362867107,6.583798293,5.986432022,10.72416734,10.50280997,9.515359568,11.30403758,5.541838128,6.84042182,6.617972831,5.34112579,5.805548268,4.840050834,4.430758539,6.636318819,4.835510396,9.467566792,3.298266615,5.262230154,5.91700414,7.147624165,6.278975907,2.868338396,9.017710059,6.182179164,7.688894645,5.854722781,8.300803506,6.500399627,4.428839934,5.407286009,7.032159667,4.603783126,6.501690344,6.024905992,6.184204962,4.562112783,6.619708531,8.74352352,9.127653316,6.559965756,6.140823525,2.423340429,2.021503979,6.640845412,5.987962954,9.63380779,2.276468013,5.108357595,10.41426458,3.767299495,3.241927589,11.87608045,5.76050696,7.451198945,7.632418223,4.182711798,4.781465473,6.058180457,3.480188169,8.530772514,4.361498005,6.451411642,7.827987161,3.932744472,9.212195994,6.6613395,11.12273255,7.640609403,1.974719037,5.736698447,3.946218021,5.303159292,6.984492673,6.841662977,10.38372246,3.694827515,10.54921681,5.350134177,7.74859442,8.475127053,6.913503176,6.160871694,8.636560941,5.952353581,9.854530473,3.942102144,4.66699754,7.987170957,10.27668606,8.654434105,8.527793676,8.476705609,6.787924799,4.555464754,11.22231451,4.299324748,4.826311138
CD.38,3.647167697,5.223833818,9.81160946,2.404721524,5.205734216,5.583833434,2.424035373,11.72554112,6.402993466,4.743802658,7.946767361,5.474939861,6.842332123,5.863083315,7.192952953,10.09324857,9.29540258,10.03108161,11.63701791,7.073773671,7.422687856,7.389293854,6.501112845,5.081962677,3.940352586,4.827340073,7.095278147,4.309973626,7.382283102,3.778935584,5.094796882,5.980992723,7.424309052,4.452377319,3.44700947,7.899314347,4.576138355,8.015282724,3.702996708,7.761636229,7.534424813,4.192342438,5.904388958,4.715755531,5.343449708,5.817120769,6.103785138,6.159068399,4.506569898,6.801439498,10.21634623,8.544844835,6.618297103,5.534502835,1.950837518,1.861728543,6.262265589,7.358639654,8.456108275,2.318502972,4.031646628,10.10179318,4.311264885,3.969061081,11.11775991,4.661839661,7.031651065,7.506735917,5.368906468,4.950803621,5.849793631,5.283331829,8.746504393,4.80956763,6.280118869,7.665141354,4.639097319,8.27038107,7.048217219,9.770954497,7.437872168,2.647286097,1.446988465,3.984224342,3.928006161,7.0146955,7.178300023,9.608175589,3.492039688,8.376012594,5.383173023,6.038415928,7.485680582,6.462724959,5.099181002,6.584169216,2.771009222,9.067658695,2.666405673,3.282639255,8.553708717,8.492192376,6.390835575,7.484813764,7.524503578,6.660558419,3.409956339,9.695655201,3.822755412,3.820079868
CD.39,4.688305186,5.273963469,9.822902721,1.702350858,4.81165374,5.509723231,5.082742691,11.31064616,5.692971519,4.489082823,7.583032578,3.435038935,6.498044231,6.709151639,6.909973998,9.056046054,9.179503386,9.806054476,10.8373113,7.390657786,7.427219119,7.434155518,6.003726898,4.071377044,4.160334251,4.256857864,7.323412888,5.138074015,7.497478602,4.26557252,4.563263029,5.033482656,7.244058523,5.124995843,3.950971188,7.414857832,5.28489105,8.503945845,4.773329013,7.504680146,7.206654655,3.032168183,5.598084077,4.40694721,4.937873603,5.23402749,5.973769506,5.904388958,4.567240493,6.743771477,9.201951232,8.206059998,7.028595502,5.165227506,1.67838337,2.007367324,7.377121966,7.31968655,8.546900004,4.672043678,5.058698935,9.989551487,3.784194881,3.477305959,10.87155269,4.747587841,6.430802846,7.448118387,4.830268658,5.010479793,5.983220597,5.652648936,9.111800726,4.824437135,6.947814629,7.404501996,6.094451199,7.891596607,5.947717813,10.22795993,7.633347755,2.672898034,1.630615946,2.883019185,6.266753013,6.434245628,7.11463103,8.732833019,3.593452584,7.952556649,5.348248662,5.9860244,7.064252159,6.301262894,5.46655804,7.287323992,5.021602887,9.189875914,2.905515281,3.81423934,8.190565316,8.645966335,6.604205873,7.638720929,7.315781522,6.228371386,3.813903995,10.44479268,3.863441625,4.975368269
CD.40,2.202910631,5.446168526,9.81160946,1.689233152,5.346067351,2.650413735,3.466387175,11.9242228,6.512901661,5.360811183,8.983226299,5.434955832,6.6200497,6.211404912,5.897170446,10.00013827,9.975696465,9.617667531,12.10736671,7.435891419,7.133894917,6.988110416,6.076660483,4.72432111,3.997702566,4.995087829,7.366214696,5.075001703,7.139788131,4.077739062,4.113703169,5.107474721,6.988586663,5.29253147,4.04493881,9.168958637,6.434679807,7.528644339,5.019913347,6.869577605,6.592064465,2.564280236,5.515530629,6.057967666,3.721844057,5.310258648,5.309016241,6.350451351,4.755311681,7.506538354,9.562086565,8.574202953,7.787428497,4.920263712,2.496267725,1.383191555,7.04044042,6.587615986,9.429262888,4.633687321,3.788532345,10.38511216,2.928751067,3.446131595,11.91696251,6.217260625,7.386400056,7.294907919,4.148774921,5.100894715,5.928818125,4.508231241,8.552538132,4.79422359,6.367971397,8.053394374,5.585214641,10.45562202,6.359242681,10.36819883,7.145931327,2.286409373,5.23179062,3.72075992,5.48464247,6.475147573,7.324357411,11.73914267,3.730736363,9.764693895,5.654924588,5.983501538,8.524553704,6.296913185,6.204915094,8.128818497,5.681516873,9.366896544,3.331505967,3.579365517,8.475257226,8.552029809,8.55772899,7.709828469,8.588352854,6.254186669,4.186764903,10.49881604,5.50599121,4.511753182
CD.41,1.883167798,6.37384579,9.713320385,4.148894945,5.046095943,4.884194576,2.452957195,11.62889231,6.760016417,5.207928951,7.897711891,5.776009512,6.528016236,5.839636381,6.950207874,8.934518428,9.515218512,9.705771862,11.64465461,6.712577983,7.5651187,7.043630511,5.819329827,5.112688275,3.350366971,5.242763267,7.871155322,5.349077943,8.143247378,3.821920703,4.528559409,6.485822288,7.746656189,5.575652756,3.960483307,8.254670361,6.001151838,8.17676304,4.01421747,7.057831632,7.936458063,4.323290217,6.261728561,4.436315381,5.185637074,6.023782206,6.122981996,6.231922982,4.467892632,7.445939407,10.09401129,8.592405255,7.573872076,5.580075363,1.950676971,2.114420831,7.546546757,7.256640342,8.742470148,4.564242973,3.835200345,10.08887971,3.927493839,5.1372337,11.11775991,6.095402979,7.448496068,7.084921604,5.09890438,5.541601678,6.01340949,2.512412191,8.020236924,4.524421901,6.60140667,8.187891815,4.474294925,10.82384535,6.542791146,10.58851329,7.164295272,1.948981749,5.704506472,4.377720768,4.238854963,7.151729935,7.180697181,10.0587739,3.858595906,8.965675695,5.947939902,7.06023001,7.767502134,6.549597915,5.090003176,9.815340935,5.280130494,9.204473687,2.401261869,3.953173793,8.025661514,8.223938905,8.436934287,7.635271365,7.486584063,7.177555191,3.849503824,11.20399924,4.732982119,3.974430055
CD.42,2.740809925,5.236822996,10.06331223,2.14733808,4.072372176,5.732480897,2.476671946,11.94437749,6.27837094,5.143148858,8.585236399,5.999381977,5.84561072,6.223533586,7.071395637,9.238941837,9.326434181,9.382871655,9.920684719,7.387196907,7.059043207,8.747410467,7.165495409,5.166524717,2.693921747,4.928209476,7.752382231,4.878066671,8.542300585,3.596269357,4.398924033,6.701840604,7.707460303,5.070270414,4.75761137,9.146434746,7.030394084,8.008125367,6.510946688,6.924818514,6.915964909,3.395179267,6.123792518,6.6124109,5.435796929,5.199308754,6.428987252,6.209411667,4.712048696,8.021919439,10.12686246,8.776178495,7.371713257,4.884745048,2.555391016,1.852846,7.868665386,7.551302423,9.154086439,2.757673105,3.699129437,9.908567673,4.982689412,4.423142646,11.71048316,5.515796542,7.420723479,8.560429181,6.230332282,3.444986059,6.364993016,4.883774625,8.527793676,4.811121006,6.753373534,8.474022195,5.850859918,9.076894737,6.427898408,10.47108029,7.277278035,1.453230932,5.551624887,2.975132111,5.687499333,6.425269206,7.793336049,10.12927968,3.555209668,8.630166304,5.540137509,6.29598678,8.100678735,6.701014544,4.787305702,7.729991925,2.97651073,9.099134545,3.14026277,4.61119527,8.151231947,8.49395036,6.174254821,7.37052047,9.446180349,6.300373094,3.926191406,11.46077328,6.420148216,7.781108311
CD.43,2.518772433,5.247178199,10.28019835,2.26379779,5.410407181,5.588847315,4.546592567,11.95225205,6.531568939,5.19254263,8.668138326,6.910029245,6.940529476,6.207171646,6.311354423,8.415537917,9.736666701,8.8635136,11.51616225,6.830952466,6.72191109,8.128144528,5.444927895,4.115873464,4.074249186,4.560570136,8.627948486,5.28732452,7.012179264,4.005472112,4.760404684,6.086302115,7.330941751,6.836285486,1.420790737,8.749289157,5.109721446,8.046516624,7.940610296,7.452463534,6.816552349,3.942102144,5.756179376,5.404900611,5.271989707,5.941532377,6.11199816,6.386522056,4.69627303,12.6968538,9.10905901,9.020889679,7.184909921,5.434681093,3.098664726,1.496054786,9.111800726,6.218743995,8.987038344,4.075448551,4.690804376,10.4733942,3.014215632,3.573136321,9.975696465,5.452182661,7.41212174,8.81493548,5.200033982,4.476192548,6.149414124,3.686633847,8.172051284,5.277615684,6.658801055,9.323980821,5.596310625,11.60144629,6.54542447,10.48371484,7.026106644,2.384792832,5.628769989,3.581373504,5.638223717,6.947499732,7.055712649,10.05442816,3.608352137,7.87658144,5.512790971,5.899421017,10.64293206,6.858050481,4.307635547,12.6877084,6.960480925,10.18488506,2.617640107,3.530858952,8.012141837,8.876187614,10.97055742,8.824831097,10.12685728,5.632258097,3.624957479,12.39450876,3.555722649,5.662443422
CD.44,3.587527906,5.350993138,9.743942916,2.60826331,5.004723074,5.207106668,3.762939775,11.82575435,6.50079607,4.121892283,8.175375662,4.937431724,6.426450923,6.061746862,6.259121799,9.420141077,9.826948697,9.820387052,11.51616225,6.159693299,6.971491141,7.747577337,5.772491185,4.891441278,3.365480038,4.956144672,7.888223825,4.841273321,8.723782618,3.763072194,4.814623255,6.363895581,7.217995132,5.734375631,2.393402268,8.088533865,5.125510888,8.050564646,4.391472725,7.085881382,7.096801772,4.542527701,5.310525475,5.414309884,5.034836943,6.124113454,6.121970942,6.609330404,5.074433823,6.601465793,9.652441682,8.763851557,6.825079986,5.19493673,2.0784835,2.331179355,7.194231043,7.057831632,8.589624226,4.163477854,3.376314917,10.32759623,3.418435759,2.016430203,12.21284241,5.515280745,7.306256332,7.221732853,4.335032157,4.954229696,6.37715226,4.274660677,8.502833007,4.875038733,6.876505218,7.979831599,5.606261189,10.07481245,6.326621554,10.6103616,7.524807518,1.83820389,3.913886864,3.982873944,3.985933451,6.725385899,6.820088183,10.12464388,3.762676628,10.22244892,5.948287925,6.834604272,8.013168571,6.313128242,5.71251278,9.480311678,4.053137901,9.634388283,3.57916943,2.887693835,8.10980679,8.712982809,7.270020041,7.537644895,7.486138099,6.492608742,3.490757613,11.51122657,3.662709723,4.705701111
CD.45,1.998018359,5.082500522,9.849401788,2.830069135,3.616768935,5.067445113,4.474022528,11.65857038,4.568254353,5.351695698,7.948779251,4.68116331,6.02468187,6.782263435,7.091747592,9.522752949,9.578653251,9.291567716,10.86637709,5.752910996,6.442725584,7.877731419,5.288579052,5.110504308,3.891008236,4.643698702,6.937855878,4.710241302,8.524553704,3.683647697,4.565323538,5.728299048,7.397486626,5.92663759,3.579890607,8.451523843,4.772848158,8.044304167,6.303826224,7.846671423,6.872111589,4.025145792,5.926609861,4.101079734,4.476148798,5.798239172,5.860272724,6.405462593,4.254096368,7.524503578,9.283317086,8.786642907,6.780708823,5.7971822,2.364592039,2.311031044,8.160103132,6.595659493,9.482069003,4.964153906,5.080083273,9.974885517,3.720149023,1.857214554,11.69501676,5.360296884,7.034670712,6.935311574,4.461400261,5.000892916,6.06898493,3.880138065,8.813357368,4.63673084,7.119094318,7.862550572,4.434441949,11.09371591,6.887426158,11.66620744,7.425094629,2.770085642,4.817477381,3.40193768,5.848237356,7.970046015,7.206853274,9.432701613,3.680752319,10.68976677,5.045848314,6.925224971,8.247842158,6.540467861,5.766114945,10.02433847,7.200518071,9.050193701,3.730114524,4.109965246,8.157965241,8.628672348,9.701125548,7.943240853,7.63476786,6.611614251,4.913292146,11.91919238,3.608152681,5.75482408
CD.46,2.463890815,6.01819442,9.791912304,2.072489174,4.22113427,3.966715971,4.553308656,12.32335902,5.027194774,5.483521871,8.163225515,5.703203175,6.464785328,6.423948625,5.405421298,8.936627194,9.10519588,8.713003456,11.04640795,6.604571256,7.457891955,9.080117503,6.413110703,5.211239203,3.758785652,4.898060776,6.784173103,4.769628652,7.18908208,3.607454727,4.700216284,5.169041478,7.58331561,4.992370051,1.560662887,8.554024254,6.051534589,8.337036988,5.073323307,7.315781522,6.401238613,3.181714698,5.339052356,6.476124385,5.221985885,5.359498631,5.31464393,6.249425818,4.099695975,6.223112135,9.213149482,8.329752454,6.791001438,5.088061005,1.781939461,1.701779081,7.831819423,6.810993883,9.364395109,4.705206554,5.077929552,10.42238988,4.611759946,3.906741537,11.29270897,4.731624117,6.016858159,7.95767507,5.609400731,4.881421865,5.752342982,4.657677646,8.678464531,5.337159211,7.378889497,7.304273747,4.823682777,8.27038107,6.167507699,10.32346276,7.282762297,2.306586737,6.139348884,3.596077494,6.292101231,6.878657558,7.540710786,9.701125548,3.581164828,8.84882696,5.435813229,7.036099461,7.603578442,6.751585018,5.878701902,6.776445113,4.109650871,8.982061898,3.385826609,3.325316059,7.415869302,8.110371597,6.730989392,6.858976228,7.959233714,7.004032124,3.717139815,10.23649455,3.835160399,5.246649088
CD.47,4.715079902,5.880851016,9.715297027,2.429072196,5.057948145,5.164904396,3.903983763,11.84124522,6.210397141,5.384571376,7.946912382,5.598898521,6.502666547,6.212661765,6.614009642,9.038261443,8.948751706,9.255777508,12.20701554,6.899892401,6.883437369,9.034840535,7.168689595,5.358789647,3.828276062,4.850634189,7.461324616,3.998077728,8.716597099,4.453029841,4.678627543,6.008552139,7.548232842,5.169294978,3.114862876,9.084632789,6.514463728,7.956290233,6.065505656,7.753279393,6.929673039,3.362099357,6.322785941,6.351403507,4.907191617,5.485948765,6.03863096,6.423501751,4.559143137,7.852639571,10.26991672,8.634562703,6.416437883,5.2004695,2.350957516,2.119320679,8.845394346,7.327007304,9.179923176,2.474989371,5.075673571,9.744212047,5.463615931,3.047541054,11.42386305,5.166774948,6.721822326,7.806087653,6.248302855,5.177997446,6.3826183,4.234915333,8.61878101,4.703214042,7.071287026,8.19395257,5.258476765,9.495435892,6.640957965,10.18932442,6.992162828,2.099680083,5.900253987,3.265604396,3.825930516,7.131978486,8.004058603,9.971064674,3.454639981,8.402501636,5.188828828,7.047639906,7.984328879,7.04779132,5.469065721,8.944169132,4.355022037,9.026964458,2.708588661,4.05144084,7.81601031,8.559780315,7.423150645,7.050891313,8.850305536,6.538254004,3.772213861,10.75685077,6.674925751,7.174602026
