,A2M,GP6,MYD88,SP1,EPS8,HSP90B1,PRTN3,CEBPB,SPI1,TRIP6,LILRB2,TICAM1,RIPK2,GATA2,GATA3,CLEC7A,IRAK1,HMGB1,PF4,IRF3,TRIM21,LY96,ITGA4,TLR6,CLEC4M,MAPK8IP3,BID,BLK,BLVRB,PTPN1,PTPN11,ADRB2,UBE2D2,FCAR,FCGR1A,FCGR2A,FCGR2B,UBE2N,IL1R2,ARFGAP3,PIK3R1,CMA1,HRAS,SYK,NFYB,AGFG1,NFYC,TOLLIP,HRG,CCL4,CCL5,GNAI2,PLCG2,MMP2,EEA1,PLG,MMP9,COPS5,BAG6,PLS1,SDC1,RAC1,DPP4,ATG16L1,FOS,SGTA,SHC1,CASP1,FAHD2A,APCS,CASP4,POMGNT1,APEX1,CRTC1,APP,LCP2,CBL,CXCL2,CREBBP,LGALS3,CRKL,CRP,FOSL1,ZNF675,CRYAB,PPP3R1,LAT,CD14,EGFR,EGR1,CSNK2A1,TLR1,TLR2,ELAVL1,ARPIN,IL1B,IL1R1,LYN,ACKR1,IL1RAP,FYN,ENO1,CTSL,PIK3R5,HCK,EP300,MAPK8IP2,CXCL8,CXCR1,CXCR2
CD.10,4.98672124,5.270969708,9.872824868,4.500589933,4.824445735,5.4289105805,4.485289721,12.58122254,6.631660346,5.260439109,8.74421439,5.806393314,7.034176241999999,6.069233100999999,4.96707291,9.829045836,9.331904713,9.438237677000002,10.24004497,6.42048048,6.90930129,9.231440075,6.9356660833333335,5.387817579,4.375212564,5.08523323825,7.970760006499999,5.159851263,8.608146013,3.5760153003333333,5.0100099164,5.162817063,7.236536534666667,5.326005706,3.508195439,9.207518552,6.299834438,8.061758905333333,7.303056628,7.635717905,6.400810691666667,1.641546485,6.332874056,6.1234496805,4.4554030996666665,5.650187891250001,6.194702181,6.587938848,5.27153463,7.8041547,8.67415591,9.036043051,7.147738975,5.726073283,2.4187362285000003,1.661887588,8.16763939,6.728268569,9.007659118666666,4.220555586,3.9715390189999997,9.6915673715,4.237704996666667,4.405309893,11.79797868,6.338501785,6.5691206815,8.380769683599999,5.117911096,5.036738237,6.260222734999999,5.147933854,8.238143197,4.821997822,6.231141963,8.4526077495,3.452400376,9.304979622,6.009689890000001,10.75351824,7.2199345054999995,2.583917541,4.548633735,3.671656767,5.379073665,5.955623875500001,6.237094364,9.982796058,3.833828039166667,9.2504323385,5.57006534975,6.88203849,9.080117503,6.632774204,4.502317711,8.078584894,5.1984245705,9.693567319000001,3.032550303,5.3749233395,7.150361606666666,8.809227215666667,6.236694714,7.761127821,8.875541856,6.237548372,3.7524843935,11.746794940000001,6.543165591,6.706685641
CD.11,3.983209431,5.288489671,10.33249647,3.926317343,5.115330947,5.439355993,3.75556522,12.3181787,7.289816306,5.286896502,8.897803722999999,5.674551398,6.656424938999999,6.1414104609999995,5.638172028333333,9.639870611,8.881765201,9.443014443333333,10.80858613,6.642876182,6.73596342,10.28019835,6.645597340333333,5.827302152,4.174566742,4.977946126,8.281841986,3.937053112,8.302121187,3.0900385279999996,4.9431572998,5.526186002,7.345143312666667,6.0937428946,3.721472665,10.27493388,6.901641195,7.784349628000001,8.3679632475,8.083465153,6.129524624333333,4.19373689,6.226718682,7.0113515785,5.030218845666666,5.854600958000001,6.453892961999999,6.087228496,4.531823677,7.181941301,8.996166276,9.010153325,7.577632932,5.789402944,2.2209827480000004,1.744600905,9.199993907,7.24028397,8.953029493666667,2.274810295,4.0603853875,9.4450085985,4.067007841333333,3.702443702,11.29270897,4.003977041,6.450830627,8.4204483858,5.799422867500001,4.425482942,6.278999674,5.827802771,8.56678522,5.124166005999999,7.088803831,9.550333323,4.172163608,8.489225145,7.141931441,10.33578117,7.349727904,1.6789654525,6.712577983,3.563021048,5.021845379,6.65592429,6.6262114095,10.54165378,3.7349945506666664,9.8042631715,5.20551735375,7.909222979,9.63285946,6.604585677,4.911968295,8.347625669,5.713882077,10.09329062,3.085872873,5.809387882,7.408404192666666,8.451697809333334,6.917814532,7.884947629,9.71875805,7.0334816035,4.2234228485,12.33231803,7.026711259,8.425128832
CD.12,2.030688874,5.172842759,9.749745898,4.503212026,5.231260525,6.4280794194999995,4.51895009,12.0691922,6.69800535,5.205982574,8.590258688999999,5.227616949,6.809335384000001,6.139826960333333,6.4663327546666665,8.552538132,8.625345231,9.680193308333333,10.91052392,7.281164856,7.179100369,9.626758814,6.930885937666667,5.966043015,3.9336021005,4.3270806145,7.0999592115,4.4536637905,8.717432174,3.472381268666666,5.4563873164,5.831105737,7.296124013666667,5.8343697032,3.293778281,9.490862038,6.111352522,8.205526726333334,7.3037542385,7.51290426,6.659007683333333,3.483722427,6.046798397,6.391295316,5.151031841999999,5.64607285925,6.3195382662499995,6.703979931,4.3409022545,6.778855823,10.464819105,9.060586092,6.888388305,5.101929048,2.4796409355,1.876353918,8.59828712,7.38057088,8.846064132666667,3.402681223,3.3341162664999997,9.7679904135,5.684298957666667,2.791553175,12.09451669,5.272205457,6.750535921,8.153374269,5.5082867884999995,4.712244538,6.089668404,4.803587427,8.721941778,5.2121142735,6.376467361666666,8.31611276,5.499379966,8.499024676,6.950824879000001,10.48371484,7.4942058045,2.226883139,5.324671529,3.329998598,4.033970729,6.720115221,7.4576543730000004,10.17471805,3.357590039333333,8.9409760935,5.900829772,6.332246691,8.137431165,6.921043683500001,4.823682777,8.1676860355,5.0343363225,9.422086014666666,2.170258801,4.3900014805000005,7.798384865999999,8.896784578333333,6.092460751,7.615075735,9.126592432,6.0255418795,4.0845646984999995,11.40392258,5.9195425,6.677775553
CD.13,4.525426802,5.182959327,10.08616974,2.622217203,5.382318191,5.297217593499999,4.309509443,12.12491101,5.366486694,6.013851796,8.46732754,5.884353124,6.9263453775,6.443618191666666,6.552646605666666,9.876982926,10.7163047,9.632218358666668,11.7606127,6.277475229,6.973403488,7.990960917,6.0222847963333335,4.904610096,4.136727093,4.78472669525,8.073547545,4.5550148965,6.498992461,3.9454051900000002,5.2519371868,6.079013917,7.383362746666667,6.329263493,2.431622356,8.903923656,5.771831764,8.024892713666667,6.6498541499999995,8.088533865,6.823365438333333,2.960413068,6.467958641,5.839785176,5.0546655173333335,5.8181632062499995,6.12655601825,6.186803196,4.77045019,8.83094447,10.1661716325,8.332040784,7.720341079,5.016003317,2.1754722435000002,2.68060473,7.465813333,7.014204245,8.538004164,4.08502555,4.7774768915,9.549030696500001,3.5008118093333334,3.1117667,11.21198609,5.976523105,7.1972466465,7.612175605,4.482883063,4.395478054,6.6406006975,3.699808422,8.433273164,4.7160025155,6.590158080666666,8.504871259,5.631266964,10.94917011,6.5594619005,11.03635545,7.470819651499999,2.359757535,6.183344534,4.019175647,5.122762508,5.8462541859999995,7.3701669679999995,10.40994689,2.870284372,8.7337714375,5.20488000375,7.043214551,8.982419597,6.619238113,5.414770044,9.901399936,7.62044638,9.64339015,2.440105627,4.8993827225,8.620556360666667,9.181775177333334,10.76237273,7.883277777,8.110788996,6.408328206,3.8653772049999997,11.773748869999999,4.654261824,6.120073452
CD.14,2.456293493,5.47860143,9.569445005,4.251356941,5.177738701,7.027367073000001,2.01940188,11.98153108,5.073266202,4.618574999,8.0161410755,5.3307537,7.1641744769999995,5.691255635666667,6.425232436666666,9.326434181,9.138200615,9.597812812999999,9.740402454,6.274949549,7.221462105,8.466711046,7.514369049333333,5.360811183,3.6051333654999995,4.28956881175,7.148023581,3.870295836,7.227325136,3.4402957423333334,5.2954698098,5.679406128,7.864018586,4.3732414332,4.404135469,8.514412168,6.712577983,8.287449877,5.256687829500001,8.000301454,6.910214885333333,4.245908077,4.673592229,6.010856833,5.6978909106666675,5.67059764975,5.93327777975,5.506254299,3.43387047,6.795948425,9.140386856,7.364606406,7.450572669,5.630725041,2.2483931145,2.351587004,6.556140299,7.635717905,8.37809622,2.509240942,4.3879209925,9.371196368,4.964621694333334,1.946682441,11.54583468,2.906380055,5.117534729,8.359655383,5.856033914499999,4.643639698,6.1204253264999995,4.956514652,8.853170599,4.5532399555,6.268038422666667,8.246739592499999,4.086945603,8.531593668,6.928114246,9.604950953,7.3821602245,3.109281497,4.745265573,4.641798106,3.954236677,4.957994357,6.9546849465000005,9.284315325,3.2304600828333334,7.528270705000001,5.3033826365,6.614627787,7.466700426,6.9100696035,5.554777908,7.9169529910000005,3.6223999470000003,9.127430985666667,2.86357743,4.6604238165,7.921376788333333,7.932342588666667,5.689387787,6.94601192,8.023778008,6.627529151,3.3227096505,11.54651956,3.001390475,5.189166661
CD.15,4.698853997,5.652114747,9.922787149,2.546527603,4.961789333,4.6860347485,2.688172246,11.87608045,5.548282285,4.930652784,8.3275043525,5.238286983,7.0962038875,6.864493879333334,6.181152586,9.527124721,9.473861082,9.451124977666668,11.78226283,6.40203137,7.195864266,8.430419583,6.834360951000001,5.631545409,4.2475834005,5.287618842500001,7.6392359050000005,4.8816769425,9.04702574,3.5749697289999998,4.889513919200001,5.760209759,7.477347525,4.8866925834,4.65375643,8.791875048,7.259829214,8.113565046,3.694476977,7.904175128,6.712918613666666,2.618436969,5.930801233,5.6922541345,5.204858941333334,5.97326441125,6.06469959025,6.762800468,4.975708094,7.318014907,10.611918,8.431117952,6.984274419,5.306890411,1.8852135725,2.205949695,8.627054178,7.287733359,9.069993834,2.208892057,4.018899148,9.518395387,3.916373915,1.90108477,11.64465461,5.375058791,6.5148410145,7.637929143400001,5.8698454855,4.072697194,5.909781936,4.998813086,8.663962804,5.071743411,6.615836661333333,8.042854124,4.654010459,8.997456453,6.065985348,10.76237273,7.5396417785,2.3221829234999998,6.302400333,4.183249829,4.214711405,6.073375159,7.3445049529999995,9.862805029,3.3791134258333333,8.8451311955,4.9754854129999995,7.250052995,8.382386541,6.5455507575,5.818324354,7.271109558499999,4.6784185685,9.506985534,3.561593194,3.1939552114999996,7.586190743,8.556566760333332,7.579121753,7.220173622,8.032903594,6.57936786,4.524058972500001,10.774258426,3.80832998,5.402395103
CD.16,4.894896791,5.195939171,9.916740312,2.623733358,5.991887218,5.2176707345,4.234295232,11.81200136,6.105765528,5.059934004,7.9453911195,4.769626537,5.4424970435,6.344997493666667,6.0476806813333335,9.946232544,9.210942137,9.337824871,11.90281785,6.491587275,7.575786021,8.337754626,6.446292526333333,5.49071546,3.8611766725,5.05384181975,7.527078307,4.726554363,7.746548123,3.7337832886666664,5.081672828,5.702936687,7.537156777666667,4.7598593942,3.495427787,8.277767518,4.946221735,8.266813758666666,4.431481622,7.705017358,6.813389737333334,3.862007268,6.214792387,4.561218704,5.073597214333334,5.25272732925,5.885958452,6.885366905,4.961819032999999,3.110143703,9.960239773,8.519892956,6.478296256,5.343307778,2.807207369,2.053743622,6.425168824,6.68628888,8.763566502333333,2.204202601,3.7107582175,10.243600794999999,4.298310010333334,1.327483908,11.60763817,4.516163916,7.041826412500001,7.2193654138,5.7362208095,5.348177187,5.8871384980000006,5.087568824,8.789265178,5.393179612,6.791814399,8.055712604,4.402200191,7.273670115,6.327683258,10.46492064,7.613567637999999,2.847897843,4.086349954,3.53488075,4.05932314,6.1550037495000005,7.099481008,10.35970672,3.4896087113333336,9.206354881500001,5.4788957077500005,7.057105731,7.980844777,6.760703235499999,4.93490021,5.222502723,3.6263447505,9.576923105333334,2.983872446,2.7744204559999996,7.703178113333333,8.773048386,6.825845483,7.34503329,7.639227264,5.824304509,4.3368933855,9.7161092095,4.264820109,4.873469331
CD.17,3.411919649,5.375814746,9.655577313,3.886797566,4.6925649,2.757520807,4.358403242,11.76719619,5.9860244,5.571339423,7.7562958305,5.559418034,6.716735666,6.387341724,6.000391203666666,9.099519497,9.391673225,9.364357047333334,11.51616225,6.005009033,7.518361851,8.031726857,6.013767266333333,4.837374102,4.125948326,4.328405001749999,7.5010569905,4.2141250425,8.998353565,3.7691272426666664,4.872575317800001,6.540211225,7.703720398666667,4.9539593398,4.56310206,8.255315107,5.274455304,8.121210026666667,4.7114778,8.300803506,6.957717988333333,4.177600368,5.649789641,5.515619601,5.247228974333333,5.15711975225,5.9796465195,6.582056361,4.9750814135,7.285362132,10.31452221,8.074760625,7.287733359,5.411202581,1.817351436,1.512282098,6.531902085,7.306110926,8.872207979,2.195491703,4.0793733925,9.8910194575,3.961338215,4.122558245,11.71048316,6.118407445,6.7789188849999995,7.433599876600001,5.122262059500001,4.497130233,5.919836769,5.571856618,8.739486042,4.760830122,6.881181945333334,8.084965428,3.928689145,9.710114402,7.2157644345,10.6323154,7.161959169499999,2.2847670815,4.352304809,3.819076871,5.520773712,7.4134274205,6.9032841430000005,9.521200612,3.521150648166667,10.2667016465,6.08354540125,6.659253751,7.607247943,6.888294967,5.590189669,8.159248429000002,5.700549044000001,9.045099413333334,3.44428367,4.1917991064999995,8.347136416666666,7.500567441666667,7.854709565,7.127617036,7.223560984,7.059155073,4.7208155715,10.845380395,3.861371105,4.660630136
CD.18,3.790102256,5.952477747,9.751599137,3.878382937,4.732982119,3.9964493855,2.449101746,11.95949621,6.135452481,5.364084889,7.896646104,5.637157235,6.0772773645000004,6.360757584999999,5.189995712,9.132342764,9.29540258,9.72495737,11.74551778,6.718943952,7.546024861,8.011272026,6.016243011,5.530105583,3.2121563665,4.9295647635,7.2503432315,5.3029693575,9.472439746,4.058450621666666,4.704926436,6.45284094,7.184041470666666,4.7543066822,3.570986067,7.791725282,5.514771667,8.406768470333333,4.0209184545,7.296231566,7.247556927666666,2.623335484,5.506506686,5.169492021,4.656890465666667,5.39065921325,5.282287168,5.873702205,4.3884323755,6.365115035,10.52708849,8.672263126,7.131332616,5.719043831,1.7465223829999998,1.53374306,6.399830372,6.886587638,9.100191689333334,2.31316098,3.7816001605,10.3431275305,3.9557065776666662,3.75556522,11.54583468,5.603262225,6.886739661,7.2792773764000005,5.6137020955,5.264854546,5.956757975,5.490225794,8.886938493,5.446811392,7.387850073666667,7.698979474,4.130461584,9.346144793,7.155046599,11.32141268,7.4039765840000005,3.3148874155,4.985721341,3.666561852,5.53084999,7.3291061375,7.1788527725,9.715297027,3.916107695666667,10.1588323525,6.359020595,6.050937323,7.593930058,6.4922877334999995,5.83515817,7.5849314185,3.562667533,8.974194289,3.531382052,2.5792798665,7.342288218666667,8.03474455,7.163718281,7.389739558,7.430290344,6.7459970405,4.799056169,10.3737586665,3.806895884,3.698676589
CD.19,2.099083377,5.575813086,10.60299914,3.139035026,4.980656161,5.123923764000001,4.888079784,12.4607712,6.448890845,4.592220198,9.085693991500001,4.982501286,5.9667825365,6.285805415,5.327862561,9.570917864,8.855105708,9.535678137333333,11.78226283,7.730159155,8.236860787,10.3566468,6.886401503333334,5.091784495,3.6726122085,4.63503245975,7.8449544840000005,4.555559006,7.687560907,3.022932839333333,4.4876516198,4.967127162,7.512862427333332,4.7666254316,5.048577849,9.905924814,6.785387852,7.588706112333334,6.752979821,7.530543176,5.431500064333334,1.231760797,5.292909365,6.873049716,4.807056204333333,5.6912199595,6.44334016675,5.792864688,4.2192300995,4.324435053,9.404181461,8.933393613,7.862618116,5.000107168,1.754007152,2.440840883,9.53490405,8.071670291,8.573862768666666,5.26200068,4.968253901,9.607828208499999,4.771245802666667,2.366763658,12.08829261,4.738157195,6.1910563100000005,9.4424806506,5.3980428575,4.444507359,6.822118511999999,6.010890672,8.638850767,5.1219340319999995,6.313542787333333,8.822898542,5.384047756,5.807138063,5.6055700105,9.922787149,7.039787110500001,2.6958068490000002,4.978828067,3.549933211,5.394740056,5.834678247499999,7.378172263,10.73256852,3.4360067099999996,9.6717164455,5.28216021725,6.623694766,8.841205975,7.070700848,5.003960515,7.545909023,4.839906893,9.430603140333332,2.636687076,4.3343690385,7.6503964113333325,8.985368789,6.107583772,7.41878928,10.27767593,5.490372817,3.7531796899999996,11.420296785,8.132837833,9.612862199
CD.20,4.236214918,5.282509851,10.50615994,4.868636126,5.243702563,6.5746399715,1.424633265,12.16004044,6.489984512,5.405455745,8.9609563225,5.631266964,5.9805385655,6.120453234666667,4.042750874666667,9.368729957,9.043683904,9.776963376,11.71048316,6.691718266,6.456971336,9.948447611,7.841712134666667,5.899960754,3.8359919959999997,4.609826251,8.250048336999999,4.990111622500001,9.104162354,3.751729571,5.6219880904,5.917275028,7.304418713,5.8112738352,4.53387645,10.10731889,6.580776791,7.598531637000001,6.826500682000001,7.017994038,5.641919966666666,3.881121986,5.66370661,7.5962853935,5.278749299666667,6.178043773000001,6.6455117325,6.757440896,4.6709626505,6.527051671,8.926500314999998,9.350659951,7.935736657,4.536921317,2.81961278,1.525088125,8.842807968,7.840397289,8.577656192,4.296953101,4.1420128435,9.737531383,4.165028135333333,1.965107369,11.56689509,5.260439109,6.9752738015,9.7101846888,5.856669941,5.088808196,6.33704598,4.604690116,8.743004015,4.683627741,6.706595908333334,8.6248229975,5.465274624,8.5182799,6.8804155945000005,10.43741224,7.237120881000001,1.8088041449999999,6.066580343,2.996860281,5.185765445,6.122586261,6.0827021855000005,11.28106595,3.1567127005,9.854403408,5.59914601275,7.300424832,8.884038215,7.315909317999999,4.41393055,8.5860137615,4.146283319,9.955089809,2.938340135,5.067159838,7.6780406186666665,9.174027911,6.982749061,7.494771142,10.5165456,6.5047590195,4.1019237905,11.615774694999999,7.430706907,9.041543106
CD.21,4.398508663,5.074723986,9.727731096,1.233579007,3.502637791,6.7041293655,5.069019017,12.03569971,5.495236755,5.504967957,7.75406641,5.592074628,6.4614152,6.021512638,6.075642118666667,9.229171323,9.243908327,9.863578714333334,10.21220074,7.044028349,7.310675425,8.682551058,6.598441829666666,4.750545843,3.8568184285,4.6264812745,7.412690401,5.450161437,7.439252985,3.472200609333333,4.7459319024,5.596310625,7.392005573,5.201472041800001,3.937874659,8.677635118,6.809497718,8.329371597666666,6.7582541015,7.797570744,7.333136139333334,2.63584353,6.081029151,4.6139852735,4.834301095,5.754644837000001,6.0415465515,5.386041242,4.445040881500001,7.721735291,9.67696472,7.942106718,7.275717602,4.691434828,1.936892169,1.958825418,8.39623617,7.485680582,8.316000220333335,5.071779712,3.64312514,9.596716335,4.039493756,2.420918767,11.48802864,4.54778271,6.3519745489999995,7.801517517000001,5.6120318715,4.805552192,6.370857507,3.991992622,8.678464531,4.453600278,6.1306608743333335,8.0228825265,4.962594217,8.80942622,5.548487231999999,9.862805029,7.268044531,2.5607303664999996,4.853348226,3.026059836,3.645737413,5.4822787075,6.620465165000001,9.61969956,3.560785656,8.078343311,5.590513318999999,6.907092719,8.03116954,6.7754690125,4.043025345,7.8478747129999995,3.9545223435,9.462189098666668,2.243877967,5.395047069,8.003022071,8.782182310000001,6.439351812,7.55466991,7.667878574,6.482362266,3.961067816,11.3451798,5.74860583,6.087507312
CD.22,3.659424125,4.103548679,10.02532865,2.059744335,5.52727148,6.6059623785,3.622820397,12.09451669,4.575332418,5.563683523,8.956018824000001,4.365966129,6.8635642105,6.462391354,5.678766005,10.34749075,9.06280616,9.643066099666667,10.54508734,6.149886796,6.719911289,9.398822209,7.645403735666666,5.277118625,4.438191797,4.4895972925,7.930268481500001,3.2699864499999998,7.64173399,3.632388133333333,5.150137579,6.344745814,7.451083769333333,4.9776504008,3.429555935,9.493820819,7.501940128,8.092279645,9.1525354535,8.084868061,6.533428470666666,3.933418806,5.161803215,6.7944821175,5.193506496333334,6.19053413,6.197784441,5.972527321,4.5568001305,7.025198643,9.108494214499999,7.595885937,7.131676619,5.207462775,2.410799834,2.103710218,8.226880723,7.698625544,8.380035968666666,2.692656066,3.808714169,9.523473085500001,4.610644996333334,2.369284424,11.75309736,3.98387576,5.1673300785,8.8017465968,5.674167383,4.948822207,6.2654728735,4.948320901,8.813357368,4.6560327525,6.393162455,8.0666695875,5.934629906,7.848275317,6.2485271385,10.10731889,7.202607208,1.5476153965,3.205598231,3.782151541,5.589919231,5.563786888,6.6742993435,9.685799317,3.6528563675,8.2167253675,5.347432946750001,6.946703811,9.377272316,6.958430439000001,4.737903534,6.754235379000001,4.368839009,9.634152824333333,2.217183761,5.9964131,7.61083962,8.465881465333334,6.265518982,7.18908208,9.089208795,5.6646724605,3.665745567,11.585410605,6.501491425,6.797344034
CD.23,5.064193816,5.156008686,9.966738877,2.252252213,5.060927076,5.2543954265,4.240442318,11.32141268,5.966833789,6.102875871,8.053316737,5.662981406,7.621175389999999,6.093754624333333,5.810991256666667,8.317867581,10.30827448,9.258057082666667,10.99016291,5.651614522,6.551335964,7.82699431,6.194439684,4.688842517,3.1435137485,4.73734984925,8.377036979,4.862226781,7.699577055,4.199101265333334,5.5928967924,7.103208237,7.683867527333334,6.477889181,3.732901795,8.448405724,3.678217518,8.179533341666668,7.6162720605,8.818280806,7.1576540269999995,2.931995659,6.0398264,5.276419226,4.682266012,6.54258336875,6.19787892975,6.862056438,4.217121477,12.41418236,10.336518869999999,8.239442108,7.076012478,4.850688388,2.6082958685,1.466013523,8.052940797,5.991008188,8.751293088333334,4.897688021,3.376707702,10.35424383,3.723919393333333,3.576144311,11.21198609,5.440301572,6.8116658225,8.395772428399999,4.5966385370000005,5.0193534,6.1745665145,4.897954373,8.307999183,4.9975812935,6.360751585,8.442583369,5.339305828,11.91696251,6.3425186920000005,11.11775991,7.330173869499999,2.6552522615,5.342815791,4.052204569,6.15385539,5.866632363500001,7.1252243255,10.29186314,3.6041435666666666,10.1287446555,5.9624295400000005,6.080459177,9.993641053,6.9058265555,5.326795439,12.59548861,8.009092848,9.916454122333333,2.729771044,4.2904647725,8.662918906333333,9.863261234666666,11.04640795,8.411117384,8.786642907,5.291028494500001,4.28301828,12.41590455,3.867789093,5.62106709
CD.24,2.566284175,4.710669103,9.758995514,2.271904828,3.673095699,6.197185932,3.231834148,12.18112781,4.694939275,5.12931588,8.7581764195,6.019560891,7.0239528035,5.945781432666667,6.629074289666666,9.124332275,9.18566976,9.70685306,10.87155269,7.367498228,7.24028397,8.37798354,7.026666644666666,4.995633764,3.356010533,4.7639345825,6.981823862,4.7803479509999995,7.970954062,3.856419058666667,4.5624767861999995,5.897940712,7.553553078999999,4.620010903,3.361320704,9.101914565,7.710756584,8.326134730333333,5.427463462,7.765857497,6.186916124333333,3.979087815,6.091862648,6.059710062000001,5.245409890333334,5.2867515895,6.155064877,5.698394467,4.260291863,7.935128509,9.997600529,8.712267039,7.516224937,4.02406409,2.468804127,3.206003964,7.417459091,7.702582966,9.23822697,2.330285055,4.692665128,9.325198993,5.361322623666666,4.072372176,11.83328719,5.611398055,6.3843035355,8.4907674194,6.535463039,3.617171168,6.1994709839999995,5.421489145,8.601590741,5.3286438315,6.133565436333334,8.4903682805,5.132398279,8.707902628,6.5875770305,10.10242119,6.905100321,1.8098268185,5.420700662,3.297907232,3.941008446,5.1212920145,7.7304306925,9.780343376,2.9905375395,8.2676406945,4.90461292625,6.302110167,7.880536861,6.743783542,4.665434202,8.37550122,3.2392050185,8.484309917666666,2.465511103,3.5701143025,8.026963780666668,8.530359858999999,5.92993924,7.057105731,8.77710022,6.404506945,4.0243779024999995,10.7633077845,3.053239041,5.34713707
CD.25,1.694726815,5.177738701,9.758995514,3.072004271,4.803836145,6.9488961105,3.76016507,11.62175903,6.005009033,5.176999297,7.774740881,5.403163382,6.3467510885000005,5.562622358666666,6.186112938,8.857110829,9.092565035,9.909722867333334,10.99555605,7.731906262,7.227764344,8.808445841,7.379899289666667,5.513763877,3.8895577955,4.52668101475,7.034028811500001,6.0344692124999995,7.37251123,3.906677837666667,4.9649572866,6.057498557,7.806406782,5.022571556,3.269643922,9.28856836,8.131517902,8.182860585666667,6.6089626145,6.828004409,6.408126960333333,2.712726356,5.583394859,7.448407101,5.246277393333333,5.63320614425,6.4867440635,6.465052145,3.9670474330000003,6.143062537,8.934495348,8.949905473,7.983105228,3.872604066,2.4273586309999997,1.850789414,8.117247213,7.484350257,8.851972473666667,2.68688807,4.5306048215,9.4933996415,4.152014383,2.82017367,11.56689509,5.994743286,6.7603711625,8.4332768054,6.041204795500001,5.101684538,6.1439096410000005,5.160545922,8.774289121,5.052577069,7.018744109666667,8.091267369,5.11222643,6.235788318,6.875932561999999,9.20248721,7.070181080499999,2.2376724809999997,4.634789714,3.656370096,3.425741355,6.3814548445,7.185346966,10.48371484,3.1905863348333336,8.628048734,6.1730393955,6.23281908,8.215347038,6.603536055,4.781200559,7.333376471,4.024689686,9.529911280333332,1.877378986,4.772894544,7.7475396556666665,8.879260530666667,5.743531772,7.18069623,9.101914565,5.607350295,3.366094436,11.296928555000001,5.663233315,7.668947488
CD.26,2.565933957,5.242130273,10.14197229,4.438470309,5.17335512,6.9251704735,4.181049302,12.14669222,6.995771431,5.32126065,8.3084667485,5.365196208,6.3912053460000005,6.486012305666667,4.733946723666667,9.729290232,8.84035344,9.767684031333333,11.66620744,7.109021208,7.152786231,9.170015255,7.515068704666667,5.471068874,3.2241243870000003,4.9075169370000005,7.722512039,5.198437093,9.188102933,3.259813725666667,4.9660694856,6.379704826,7.313030055333333,5.1970212578,3.915829236,9.617969789,7.434155518,7.799466024333333,7.0796991,7.425357503,6.242096587,3.635187999,6.41392582,7.042710668,4.965894614333333,5.30679597925,6.2900158505,6.649911975,4.8777516675,7.004905983,9.787750119,9.061774672,7.668947488,4.770131197,2.1238216015,1.89378936,8.445952762,7.067880467,8.929210672666667,1.422030811,3.4943083535,10.1840141025,4.532122060666667,3.175080963,12.16601419,4.883527744,7.1008160405,8.622883222199999,5.5742151125,4.498883686,6.420207802,5.417623775,8.28097952,4.5873318935,6.521172585333333,8.6444710265,5.149428192,8.055825199,6.9091555095,10.74529288,7.3528630575000005,1.922928798,4.220841837,3.812776198,5.52727148,6.5650389295,6.9805314695,10.25575717,3.448042914166667,9.316422875,5.67088723725,6.643213041,8.772416152,6.89117215,5.156989226,7.456056403,5.0430176995,9.810579762,2.251043262,4.518835335,7.569660640666666,8.982291178333334,6.448043426,7.596339405,9.255568878,6.3404270789999995,4.0775805785,11.82906722,6.979689334,7.743398059
CD.27,2.199189548,4.72590525,10.47748,4.960855699,4.951298324,5.817342051000001,4.768006716,12.57566143,7.52679764,4.94595705,9.064200843999998,5.056226776,6.370742526,6.113346894999999,5.202836016333333,10.36223991,8.593257172,9.929933085666667,10.64293206,7.356446177,7.092981159,9.801610073,7.396353833,6.444258085,3.7309233825,4.17437384575,8.018204189,4.8123719985,8.117247213,3.2628306393333335,4.6572079262,6.32642596,7.194742336,6.7585238172,3.567066636,10.34749075,7.186501426,7.362742209,10.2609550695,7.862618116,6.345589603333333,3.617171168,5.193788975,7.303590118,5.377366821,6.10431168875,7.027527263750001,6.822835907,4.693602908000001,6.666032511,9.2360143025,9.342072325,8.002627409,4.981415264,2.4832972415000003,2.77686819,10.50615994,7.38057088,8.545554960666667,3.50782028,4.354130051,9.7329236065,5.091331980666667,3.745315961,12.40429396,3.91020876,6.786792426,9.065281476600001,5.937221962,3.921792638,6.3431791959999995,5.039315914,8.137431165,5.2692809665,6.580008957333334,8.728482920000001,5.853141674,7.363362683,7.618469710499999,9.763010033,7.3621737105000005,1.628188274,3.126385047,3.344760182,4.186872195,7.1901388495,6.848957252,10.41307714,3.5397744008333336,10.057050732499999,5.74869107425,7.481586891,10.20233932,6.8349660885,4.598335199,7.1968053365,5.651443879,10.121352600333333,1.751773048,6.2242287855,7.659051122,8.671101385333333,5.035992442,8.011272026,10.20739645,6.2061638420000005,3.8178936644999997,12.03956763,8.343496352,9.842964957
